Day,Date,Batch,Location,Name,Description,Replicate,pH,Cumulative_Gas ,Cumulative_Gas_Yield_gVSadded,Volume_CH4,Cumulative_CH4_Volume,CH4_Yield_VS_added,CH4_Yield_VS_des
13,1/31/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.86,800.5664458,229.1188204,60.20222521,192.1897224,55.0039072,66.40399214
15,2/2/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,8,873.3855644,249.9593523,43.69147118,235.8811936,67.50822635,81.49995082
17,2/4/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.86,975.6422798,279.2248032,51.12835767,287.0095513,82.14095179,99.16544833
19,2/6/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.96,1048.361317,300.0366921,0,287.0095513,82.14095179,99.16544833
22,2/9/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,8.16,1108.923832,317.3694347,0,287.0095513,82.14095179,99.16544833
24,2/11/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,8.02,1186.446376,339.5560674,0,287.0095513,82.14095179,99.16544833
26,2/13/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,8.14,1254.406711,359.0060356,0,287.0095513,82.14095179,99.16544833
28,2/15/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.96,1329.605136,380.5275151,0,287.0095513,82.14095179,99.16544833
30,2/17/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.68,1383.081628,395.8322669,0,287.0095513,82.14095179,99.16544833
32,2/19/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.98,1453.452804,415.9722076,0,287.0095513,82.14095179,99.16544833
34,2/21/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.95,1506.004637,431.012326,0,287.0095513,82.14095179,99.16544833
36,2/23/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.54,1506.004637,431.012326,NA,287.0095513,82.14095179,99.16544833
38,2/25/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.72,1583.487828,453.1876962,0,287.0095513,82.14095179,99.16544833
40,2/27/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent A,A,7.54,1668.45795,477.5057952,0,287.0095513,82.14095179,99.16544833
0,1/18/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.67,0,0,0,0,0,0
1,1/19/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,6.8,78.31367473,22.41305124,0,0,0,0
2,1/20/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,6.96,172.0576679,49.2421961,NA,0,0,0
3,1/21/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.19,279.8407618,80.08927376,0,0,0,0
5,1/23/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.42,350.7377108,100.3796886,39.38719391,39.38719391,11.27245272,13.99574082
7,1/25/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.39,427.1406073,122.245883,47.75181028,87.13900419,24.9388242,30.96374221
9,1/27/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.7,499.9993008,143.0977411,48.57246231,135.7114665,38.84006291,48.2233519
11,1/29/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.8,548.9774791,157.115094,39.18254266,174.8940092,50.05394528,62.1463725
13,1/31/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.89,604.904117,173.1210675,41.94497839,216.8389876,62.05842538,77.05098966
15,2/2/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.98,666.3576196,190.7088069,NA,216.8389876,62.05842538,77.05098966
17,2/4/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,8,731.8164416,209.4428523,NA,216.8389876,62.05842538,77.05098966
19,2/6/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,8.18,793.8882822,227.2075575,NA,216.8389876,62.05842538,77.05098966
22,2/9/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,8.31,845.5153032,241.9829983,NA,216.8389876,62.05842538,77.05098966
24,2/11/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,8.14,900.6857304,257.7725474,NA,216.8389876,62.05842538,77.05098966
26,2/13/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,8.11,956.4402801,273.7292699,NA,216.8389876,62.05842538,77.05098966
28,2/15/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.89,1056.249187,302.2941681,NA,216.8389876,62.05842538,77.05098966
30,2/17/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.79,1109.603925,317.5640745,NA,216.8389876,62.05842538,77.05098966
32,2/19/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,8.02,1174.684216,336.1897858,NA,216.8389876,62.05842538,77.05098966
34,2/21/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.74,1232.564564,352.7549029,NA,216.8389876,62.05842538,77.05098966
36,2/23/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.48,1283.427977,367.3118023,NA,216.8389876,62.05842538,77.05098966
38,2/25/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.83,1343.234954,384.428313,NA,216.8389876,62.05842538,77.05098966
40,2/27/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent B,B,7.82,1393.771673,398.8917137,NA,216.8389876,62.05842538,77.05098966
0,1/18/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.77,0,0,0,0,0,0
1,1/19/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.16,122.7131082,35.11998627,NA,0,0,0
2,1/20/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,6.36,235.6461335,67.44095312,0,0,0,0
3,1/21/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.19,317.9240683,90.98855927,NA,0,0,0
5,1/23/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.44,430.0810952,123.0874385,95.33347283,95.33347283,27.28404738,39.31706931
7,1/25/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.51,537.9035372,153.9457775,92.95038102,188.2838539,53.8860637,77.65131293
9,1/27/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.72,632.3282659,180.969746,NA,188.2838539,53.8860637,77.65131293
11,1/29/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.8,729.6277547,208.8164591,83.39956187,271.6834157,77.7546749,112.0466439
13,1/31/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.88,799.0517017,228.6853069,46.28263132,317.966047,91.00057341,131.1343512
15,2/2/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.93,859.1004653,245.8710157,NA,317.966047,91.00057341,131.1343512
17,2/4/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,8.02,927.8491652,265.5466106,NA,317.966047,91.00057341,131.1343512
19,2/6/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,8.17,993.9958587,284.4775219,NA,317.966047,91.00057341,131.1343512
22,2/9/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,8.31,1068.779654,305.8803361,NA,317.966047,91.00057341,131.1343512
24,2/11/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,8.14,1146.05657,327.9966713,NA,317.966047,91.00057341,131.1343512
26,2/13/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,8.15,1223.387003,350.128323,NA,317.966047,91.00057341,131.1343512
28,2/15/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.74,1297.245253,371.2662499,NA,317.966047,91.00057341,131.1343512
30,2/17/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.69,1374.341888,393.3309895,NA,317.966047,91.00057341,131.1343512
32,2/19/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,8.03,1429.802388,409.2035562,NA,317.966047,91.00057341,131.1343512
34,2/21/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.71,1498.086025,428.7460518,NA,317.966047,91.00057341,131.1343512
36,2/23/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.52,1574.489905,450.6125278,NA,317.966047,91.00057341,131.1343512
38,2/25/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.7,1643.625996,470.3989921,NA,317.966047,91.00057341,131.1343512
40,2/27/2018,1,Digester F,FINALEFFL(90)+EFFL(10),Final Effluent/Digester Effluent C,C,7.75,1715.6386,491.0087029,NA,317.966047,91.00057341,131.1343512
0,1/18/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.55,0,0,0,0,0,0
1,1/19/2018,1,Digester F,EFFL(100),Digester Effluent A,A,6.8,115.0452394,15.09725971,73.21060691,73.21060691,9.607347087,12.46245527
2,1/20/2018,1,Digester F,EFFL(100),Digester Effluent A,A,6.74,256.4523126,33.65395374,109.5904817,182.8010886,23.98878496,31.11776402
3,1/21/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.04,388.7642915,51.0171086,105.8495831,288.6506717,37.87930885,49.13626913
5,1/23/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.13,632.1040952,82.95032229,203.879295,492.5299668,64.63416356,83.84212258
7,1/25/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.46,759.2998538,99.64208121,111.2962888,603.8262555,79.23945262,102.7878065
9,1/27/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.54,831.9120783,109.1709032,60.51018708,664.3364426,87.18013763,113.0883017
11,1/29/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.45,902.534177,118.4385632,52.966574,717.3030166,94.13088264,122.1046667
13,1/31/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.76,954.7580132,125.2918396,34.81589082,752.1189074,98.69973354,128.0312872
15,2/2/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.9,1012.635816,132.8870798,NA,752.1189074,98.69973354,128.0312872
17,2/4/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.85,1079.800501,141.7010272,NA,752.1189074,98.69973354,128.0312872
19,2/6/2018,1,Digester F,EFFL(100),Digester Effluent A,A,8.05,1148.839026,150.7608765,0,752.1189074,98.69973354,128.0312872
22,2/9/2018,1,Digester F,EFFL(100),Digester Effluent A,A,8.17,1196.564634,157.0238553,0,752.1189074,98.69973354,128.0312872
24,2/11/2018,1,Digester F,EFFL(100),Digester Effluent A,A,8.11,1252.594758,164.3766266,NA,752.1189074,98.69973354,128.0312872
26,2/13/2018,1,Digester F,EFFL(100),Digester Effluent A,A,8.12,1316.486498,172.7610691,NA,752.1189074,98.69973354,128.0312872
28,2/15/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.76,1381.816363,181.3342351,NA,752.1189074,98.69973354,128.0312872
30,2/17/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.76,1434.197075,188.2080981,NA,752.1189074,98.69973354,128.0312872
32,2/19/2018,1,Digester F,EFFL(100),Digester Effluent A,A,8.12,1485.689411,194.9653805,NA,752.1189074,98.69973354,128.0312872
34,2/21/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.85,1527.076739,200.3965939,NA,752.1189074,98.69973354,128.0312872
36,2/23/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.52,1579.528794,207.2798191,NA,752.1189074,98.69973354,128.0312872
38,2/25/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.73,1631.602428,214.1133846,NA,752.1189074,98.69973354,128.0312872
40,2/27/2018,1,Digester F,EFFL(100),Digester Effluent A,A,7.96,1725.81078,226.4762426,NA,752.1189074,98.69973354,128.0312872
0,1/18/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,6.53,0,0,0,0,0,0
1,1/19/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,6.44,101.4409562,87.56065363,NA,NA,NA,0
2,1/20/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,5.96,196.6705519,169.7598556,NA,NA,NA,0
3,1/21/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,6.67,261.2535198,225.5058491,NA,NA,NA,0
5,1/23/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,6.68,337.1259488,290.9965515,NA,NA,NA,0
7,1/25/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,6.94,428.4313965,369.8085519,NA,NA,NA,0
9,1/27/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.17,497.9627589,429.8258443,NA,NA,NA,0
11,1/29/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.16,550.0868558,474.817731,NA,NA,NA,0
13,1/31/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.45,608.7607336,525.4631831,NA,NA,NA,0
15,2/2/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.54,661.6580983,571.1225302,NA,NA,NA,0
17,2/4/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.53,750.8771495,648.1336185,NA,NA,NA,0
19,2/6/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.81,807.5596685,697.0601921,NA,NA,NA,0
22,2/9/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.83,855.2852765,738.2554409,NA,NA,NA,0
24,2/11/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.79,915.2454428,790.011177,NA,NA,NA,0
26,2/13/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.83,978.7673108,844.8412623,NA,NA,NA,0
28,2/15/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.21,1048.239534,904.8075078,NA,NA,NA,0
30,2/17/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.36,1103.785832,952.7533312,NA,NA,NA,0
32,2/19/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.65,1166.100433,1006.541341,NA,NA,NA,0
34,2/21/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.41,1226.898776,1059.020565,NA,NA,NA,0
36,2/23/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.13,1286.316413,1110.308007,NA,NA,NA,0
38,2/25/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.41,1343.177355,1159.38859,NA,NA,NA,0
40,2/27/2018,1,Digester F,EFFL(10),Blank A Digester Effluent,A,7.62,1401.512579,1209.741727,NA,NA,NA,0
0,1/18/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,6.53,0,0,0,0,0,
1,1/19/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,6.6,82.6423103,108.4505911,0,0,0,0
2,1/20/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,6.26,166.7298873,218.7977897,NA,NA,NA,0
3,1/21/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,6.63,244.2484862,320.5245908,NA,NA,NA,0
5,1/23/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,6.85,324.0042166,425.187155,NA,NA,NA,0
7,1/25/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,6.92,399.6619855,524.4720095,NA,NA,NA,0
9,1/25/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.04,476.2177136,624.935246,NA,NA,NA,0
11,1/29/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.16,526.8317696,691.3555127,NA,NA,NA,0
13,1/31/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.45,581.3250649,762.8664622,NA,NA,NA,0
15,2/2/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.51,639.2028681,838.8188642,NA,NA,NA,0
17,2/4/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.5,719.2833696,943.9076218,NA,NA,NA,0
19,2/6/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.73,771.3652482,1012.254096,NA,NA,NA,0
22,2/9/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.76,830.7950952,1090.243228,NA,NA,NA,0
24,2/11/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.81,891.3693307,1169.734128,NA,NA,NA,0
26,2/13/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.68,947.4937528,1243.385587,NA,NA,NA,0
28,2/15/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.53,1004.782569,1318.565068,NA,NA,NA,0
30,2/17/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.44,1056.676268,1386.664596,NA,NA,NA,0
32,2/19/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.55,1121.997053,1472.384341,NA,NA,NA,0
34,2/21/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.29,1182.541658,1551.836357,NA,NA,NA,0
36,2/23/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.06,1236.460151,1622.593,NA,NA,NA,0
38,2/25/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.29,1290.62056,1693.667107,NA,NA,NA,0
40,2/27/2018,1,Digester F,EFFL(10),Blank B Digester Effluent,B,7.46,1355.914451,1779.351559,NA,NA,NA,0
0,6/5/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,6.55,0,0,0,0,0,0
1,6/6/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,6.58,851.7077892,10.53642937,63.14143413,63.14143413,0.781119146,6.051547542
2,6/7/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.08,1165.644018,14.42011688,30.05772399,93.19915812,1.152961567,8.93231432
3,6/8/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,5.9,1489.769358,18.42985332,59.05042124,152.2495794,1.883471022,14.59177449
5,6/10/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,6.98,2115.074209,26.16546461,306.5297929,458.7793723,5.675533927,43.96994178
7,6/12/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.16,2447.160918,30.2736907,211.1336349,669.9130072,8.287456302,64.20523176
9,6/14/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,6.93,2537.36292,31.38957462,36.478751,706.3917582,8.738732889,67.70139714
11,6/16/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.04,2618.192728,32.38951564,48.49788451,754.8896427,9.338697502,72.34949008
13,6/18/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.23,2671.873262,33.05359452,14.45245147,769.3420941,9.51748797,73.73462962
15,6/20/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,6.91,2734.492804,33.82825737,0,769.3420941,9.51748797,73.73462962
17,6/22/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.12,2788.123357,34.49171794,36.3303748,805.6724689,9.966929003,77.21657445
19,6/24/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.4,2824.279505,34.93900363,14.67514265,820.3476116,10.14847437,78.62305697
22,6/27/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.34,2904.57011,35.9322742,43.45888282,863.8064944,10.68610178,82.7882062
24,6/29/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.44,2949.413607,36.48703059,0,863.8064944,10.68610178,82.7882062
26,7/1/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.31,2994.154222,37.04051424,26.84436934,890.6508637,11.01819197,85.36100138
28,7/3/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.31,3039.144344,37.59708452,0,890.6508637,11.01819197,85.36100138
30,7/5/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.55,3084.27321,38.15537119,0,890.6508637,11.01819197,85.36100138
32,7/7/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.76,3356.711907,41.52569505,0,890.6508637,11.01819197,85.36100138
34,7/9/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.7,3401.918288,42.08494067,0,890.6508637,11.01819197,85.36100138
36,7/11/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) A,A,7.66,3401.918288,42.08494067,0,890.6508637,11.01819197,85.36100138
0,6/5/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) B,B,6.59,0,0,0,0,0,0
1,6/6/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) B,B,7.05,941.3612407,11.6455272,70.52009295,0,0,0
2,6/7/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) B,B,6.46,941.3612407,11.6455272,47.23235841,0,0,0
3,6/8/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) B,B,6.53,1211.465691,14.98697423,32.60546581,32.60546581,0.403360392,1.906812816
5,6/10/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) B,B,6.94,1836.770542,22.72258553,308.9716161,341.5770819,4.225630955,19.97590101
7,6/12/2018,2,Digester B,EQ(90)+WEFFL(10) ,EQ tank(90%) + Digester Effluent (10%) B,B,7.2,2088.079403,25.83151338,161.0894461,502.666528,6.218459473,29.39663502
